year,value,ay,az
1487658024.02684,0.260563999414444,0.295411676168442,-0.780790567398071
1487658024.03709,0.270278841257095,0.310975700616837,-0.772425889968872
1487658024.04734,0.279443562030792,0.325910896062851,-0.764646410942078
1487658024.0576,0.288429081439972,0.340173095464706,-0.757285237312317
1487658024.06639,0.297753721475601,0.352225989103317,-0.750746488571167
1487658024.07664,0.309080541133881,0.358769685029984,-0.744947791099548
1487658024.08689,0.321787625551224,0.363752365112305,-0.737672567367554
1487658024.09715,0.333831638097763,0.368391305208206,-0.730917096138
1487658024.10594,0.343029230833054,0.373534977436066,-0.726645886898041
1487658024.11619,0.349363714456558,0.379455089569092,-0.724920034408569
1487658024.12645,0.354945331811905,0.384098678827286,-0.724565505981445
1487658024.1367,0.36005774140358,0.389140158891678,-0.724148988723755
1487658024.14549,0.364167094230652,0.394309908151627,-0.72444885969162
1487658024.15574,0.367834031581879,0.398102015256882,-0.725830972194672
1487658024.166,0.371702164411545,0.399703800678253,-0.728102028369904
1487658024.17625,0.375663578510284,0.399362474679947,-0.731094181537628
1487658024.18504,0.37933287024498,0.398736745119095,-0.734543979167938
1487658024.19676,0.382338374853134,0.397798836231232,-0.739174485206604
1487658024.20555,0.384661614894867,0.396427810192108,-0.744569540023804
1487658024.2158,0.386293858289719,0.39436212182045,-0.750589907169342
1487658024.22459,0.388088792562485,0.390609085559845,-0.756979763507843
1487658024.23484,0.389254003763199,0.386875420808792,-0.763322234153748
1487658024.2451,0.388199329376221,0.383519262075424,-0.770612120628357
1487658024.25535,0.384638220071793,0.380306303501129,-0.779027104377747
1487658024.26414,0.379180163145065,0.376261085271835,-0.78826105594635
1487658024.27439,0.372434198856354,0.3706194460392,-0.798016130924225
1487658024.28465,0.36408931016922,0.363280862569809,-0.80843985080719
1487658024.2949,0.35434502363205,0.353715121746063,-0.819680571556091
1487658024.30369,0.343746095895767,0.341985315084457,-0.831228911876678
1487658024.31395,0.332722455263138,0.32916396856308,-0.842325270175934
1487658024.3242,0.321676284074783,0.315990149974823,-0.852671205997467
1487658024.33445,0.310679405927658,0.302455633878708,-0.862277150154114
1487658024.34324,0.299516648054123,0.288654267787933,-0.871280908584595
1487658024.3535,0.288365215063095,0.273887932300568,-0.879711449146271
1487658024.36375,0.276825189590454,0.257500648498535,-0.887877762317657
1487658024.374,0.264418035745621,0.240871503949165,-0.895503878593445
1487658024.38279,0.251026898622513,0.22516930103302,-0.902203798294067
1487658024.39305,0.23649474978447,0.211436599493027,-0.907960295677185
1487658024.4033,0.220756903290749,0.200020551681519,-0.912827134132385
1487658024.41355,0.204115450382233,0.190259858965874,-0.916805684566498
1487658024.42234,0.187088757753372,0.18100269138813,-0.919883549213409
1487658024.4326,0.169946745038033,0.171203896403313,-0.922234296798706
1487658024.44285,0.152536258101463,0.162383794784546,-0.923868179321289
1487658024.45311,0.135016903281212,0.155545711517334,-0.924748480319977
1487658024.46189,0.118054673075676,0.14990209043026,-0.924851953983307
1487658024.47215,0.102228194475174,0.14495413005352,-0.924043715000153
1487658024.4824,0.0875884741544724,0.140233993530273,-0.922438383102417
1487658024.49266,0.0743877291679382,0.135287344455719,-0.920243382453918
1487658024.50145,0.0626017078757286,0.130434796214104,-0.917457580566406
1487658024.5117,0.0521387234330177,0.126011714339256,-0.914208769798279
1487658024.52195,0.042446106672287,0.122576698660851,-0.910828173160553
1487658024.53221,0.0332835838198662,0.120015420019627,-0.907491266727448
1487658024.541,0.025330726057291,0.117671474814415,-0.903984487056732
1487658024.55125,0.0186224486678839,0.115332692861557,-0.900301098823547
1487658024.5615,0.0128455897793174,0.112944565713406,-0.896501839160919
1487658024.57176,0.0080553749576211,0.110259681940079,-0.892733991146088
1487658024.58055,0.00459256255999207,0.107288464903831,-0.888922572135925
1487658024.5908,0.0026284537743777,0.104355439543724,-0.884893238544464
1487658024.60105,0.00200522434897721,0.102096922695637,-0.880795001983643
1487658024.61131,0.00245687621645629,0.101389318704605,-0.876704752445221
1487658024.6201,0.00384262297302485,0.102644599974155,-0.872526288032532
1487658024.63035,0.00622581224888563,0.105957120656967,-0.868266940116882
1487658024.64061,0.00970603618770838,0.111316964030266,-0.864152073860168
1487658024.65086,0.0145198917016387,0.118472561240196,-0.860275864601135
1487658024.65965,0.0208303481340408,0.126917213201523,-0.85646653175354
1487658024.6699,0.0289681162685156,0.135748654603958,-0.852298557758331
1487658024.68016,0.0389982908964157,0.144002586603165,-0.847803831100464
1487658024.69041,0.0504124835133553,0.151936605572701,-0.843500792980194
1487658024.70066,0.0627775192260742,0.160633817315102,-0.839582681655884
1487658024.70945,0.0763078108429909,0.170518919825554,-0.835915505886078
1487658024.71971,0.0909806862473488,0.182160630822182,-0.832258999347687
1487658024.72996,0.106249585747719,0.196560829877853,-0.828285098075867
1487658024.73875,0.121592298150063,0.213401883840561,-0.824018895626068
1487658024.749,0.136621952056885,0.230840191245079,-0.819725155830383
1487658024.75926,0.15190914273262,0.247953474521637,-0.814941227436066
1487658024.76951,0.167606711387634,0.263643801212311,-0.810042083263397
1487658024.7783,0.182727888226509,0.277307242155075,-0.806005299091339
1487658024.78855,0.196763724088669,0.289665251970291,-0.80262690782547
1487658024.79881,0.209877222776413,0.300856679677963,-0.799354434013367
1487658024.80906,0.222796425223351,0.309873253107071,-0.796256840229034
1487658024.81785,0.235772222280502,0.316452771425247,-0.793525218963623
1487658024.82811,0.248944133520126,0.321224302053452,-0.790848135948181
1487658024.83836,0.26212403178215,0.324714928865433,-0.788102209568024
1487658024.84861,0.274764716625214,0.327240586280823,-0.785796225070953
1487658024.8574,0.286183267831802,0.328988432884216,-0.784291326999664
1487658024.86766,0.296096235513687,0.33007600903511,-0.783477127552032
1487658024.87791,0.304721593856812,0.330713927745819,-0.783270061016083
1487658024.88816,0.311932891607285,0.331070423126221,-0.783917665481567
1487658024.89695,0.317961066961288,0.33111110329628,-0.78538304567337
1487658024.90721,0.323053508996964,0.330520778894424,-0.78753137588501
1487658024.91746,0.326933771371841,0.329235136508942,-0.790435373783112
1487658024.92772,0.329226195812225,0.3275406062603,-0.794151902198792
1487658024.9365,0.330321848392487,0.325425654649734,-0.7984259724617
1487658024.94676,0.33039066195488,0.322977006435394,-0.803125381469727
1487658024.95701,0.329413920640945,0.320408999919891,-0.808175086975098
1487658024.96727,0.327491879463196,0.317552983760834,-0.813514053821564
1487658024.97605,0.324934422969818,0.313902348279953,-0.819220125675201
1487658024.98631,0.321586221456528,0.309565961360931,-0.825282454490662
1487658024.99656,0.317003905773163,0.304991036653519,-0.831717789173126
1487658025.00682,0.311486631631851,0.300018489360809,-0.838420450687408
1487658025.01561,0.305339097976685,0.293933928012848,-0.84537810087204
1487658025.02586,0.298278599977493,0.285989880561829,-0.852728605270386
1487658025.03611,0.290071040391922,0.276479482650757,-0.8604416847229
1487658025.04637,0.280685782432556,0.266370117664337,-0.868352055549622
1487658025.05516,0.270047187805176,0.256250977516174,-0.876335740089417
1487658025.06541,0.258199959993362,0.24632316827774,-0.884206533432007
1487658025.07566,0.245501339435577,0.236152440309525,-0.891819596290588
1487658025.08592,0.232135862112045,0.22465792298317,-0.899261176586151
1487658025.09471,0.2185889929533,0.211517333984375,-0.906334280967712
1487658025.10496,0.205175817012787,0.197011426091194,-0.912767291069031
1487658025.11522,0.191413193941116,0.182416215538979,-0.918367266654968
1487658025.12547,0.176520019769669,0.169226542115211,-0.923167586326599
1487658025.13426,0.160766556859016,0.157875224947929,-0.927040159702301
1487658025.14451,0.144822627305984,0.148400813341141,-0.92991179227829
1487658025.15477,0.128264799714088,0.140894755721092,-0.932059407234192
1487658025.16502,0.110745705664158,0.135277971625328,-0.933612585067749
1487658025.17381,0.0925502181053162,0.130763322114944,-0.934634029865265
1487658025.18406,0.074273057281971,0.126178398728371,-0.935283839702606
1487658025.19432,0.0566031113266945,0.121305070817471,-0.935449063777924
1487658025.20457,0.0402190051972866,0.115805506706238,-0.935024261474609
1487658025.21482,0.0261972397565842,0.108889207243919,-0.933889627456665
1487658025.22361,0.0143003026023507,0.100795261561871,-0.932066440582275
1487658025.23387,0.00336988572962582,0.0929045528173447,-0.929838478565216
1487658025.24412,-0.00678338250145316,0.085927277803421,-0.927298665046692
1487658025.25438,-0.0159875601530075,0.0799539908766747,-0.924508690834045
1487658025.26316,-0.0239180251955986,0.0748182982206345,-0.921599864959717
1487658025.27342,-0.0299051124602556,0.0701531693339348,-0.918354749679565
1487658025.28367,-0.0344385020434856,0.0661518946290016,-0.914726614952087
1487658025.29393,-0.0381644926965237,0.0631150901317596,-0.910877287387848
1487658025.30272,-0.0411934740841389,0.0613509081304073,-0.907062530517578
1487658025.31297,-0.0440774634480476,0.0610613413155079,-0.90367978811264
1487658025.32322,-0.0462811999022961,0.0616472698748112,-0.900567173957825
1487658025.33348,-0.0466388501226902,0.0623452104628086,-0.897287845611572
1487658025.34227,-0.0454001761972904,0.0631393417716026,-0.893863439559937
1487658025.35252,-0.042473591864109,0.0639205649495125,-0.890291690826416
1487658025.36277,-0.0378493033349514,0.0650545060634613,-0.886660814285278
1487658025.37303,-0.0323506891727448,0.0673175454139709,-0.883369088172913
1487658025.38182,-0.0256595257669687,0.0705912113189697,-0.880236089229584
1487658025.39207,-0.0172596257179976,0.0746219083666801,-0.876994729042053
1487658025.40232,-0.00731686921790242,0.0792797803878784,-0.873552203178406
1487658025.41258,0.00396461132913828,0.0842519104480743,-0.869977176189423
1487658025.42137,0.0168185867369175,0.0895121917128563,-0.866032600402832
1487658025.43162,0.0312391202896833,0.0949262678623199,-0.861445128917694
1487658025.44188,0.0475250147283077,0.100032217800617,-0.85608035326004
1487658025.45213,0.0659263506531715,0.104616202414036,-0.849787175655365
1487658025.46092,0.0853503718972206,0.109265923500061,-0.842965304851532
1487658025.47117,0.103814274072647,0.115024074912071,-0.836657702922821
1487658025.48143,0.120945945382118,0.12210101634264,-0.831139802932739
1487658025.49168,0.137146770954132,0.129776313900948,-0.826085209846497
1487658025.50047,0.152935370802879,0.137206315994263,-0.821298718452454
1487658025.51072,0.16900172829628,0.14374940097332,-0.816533267498016
1487658025.52098,0.185493424534798,0.149077400565147,-0.811713218688965
1487658025.53123,0.201681435108185,0.153819277882576,-0.80710768699646
1487658025.54002,0.217152908444405,0.158622771501541,-0.802793025970459
1487658025.55027,0.231805518269539,0.163535088300705,-0.798837780952454
1487658025.56053,0.245412915945053,0.168502792716026,-0.79535186290741
1487658025.57078,0.257836192846298,0.173553287982941,-0.792356729507446
1487658025.57957,0.268962562084198,0.178715541958809,-0.789856672286987
1487658025.58982,0.278733104467392,0.184169143438339,-0.787971317768097
1487658025.60008,0.287230938673019,0.189871549606323,-0.786650955677032
1487658025.61033,0.29459685087204,0.195322006940842,-0.785972833633423
1487658025.61912,0.301248699426651,0.200108975172043,-0.78592723608017
1487658025.62938,0.307640999555588,0.203827351331711,-0.78646045923233
1487658025.63963,0.313728928565979,0.206313192844391,-0.78764009475708
1487658025.64988,0.319454103708267,0.207490757107735,-0.789559364318848
1487658025.65867,0.32460954785347,0.207530841231346,-0.792225301265717
1487658025.66893,0.328919351100922,0.206706136465073,-0.795571208000183
1487658025.67918,0.332417875528336,0.205211102962494,-0.799457371234894
1487658025.68943,0.33490863442421,0.203369930386543,-0.803808748722076
1487658025.69822,0.336187273263931,0.201493859291077,-0.808515012264252
1487658025.70848,0.336230099201202,0.199640795588493,-0.813447594642639
1487658025.71873,0.33453693985939,0.198232010006905,-0.818722546100616
1487658025.72898,0.330937504768372,0.197423875331879,-0.824292838573456
1487658025.73777,0.325849711894989,0.19658650457859,-0.829983055591583
1487658025.74803,0.319528609514236,0.195500060915947,-0.835740089416504
1487658025.75828,0.312061816453934,0.194450378417969,-0.841532647609711
1487658025.76854,0.303293406963348,0.193750515580177,-0.847464680671692
1487658025.77732,0.293387889862061,0.193169549107552,-0.853620707988739
1487658025.78758,0.282698601484299,0.192138776183128,-0.859880983829498
1487658025.79783,0.27155989408493,0.189988672733307,-0.866184532642365
1487658025.80809,0.260174572467804,0.186546355485916,-0.872496843338013
1487658025.81688,0.248593538999557,0.182136550545692,-0.878782212734222
1487658025.82713,0.236905753612518,0.177133649587631,-0.884868144989014
1487658025.83738,0.225223988294601,0.17168915271759,-0.890508890151978
1487658025.84764,0.213519290089607,0.165263488888741,-0.895665466785431
1487658025.85643,0.201755851507187,0.157559260725975,-0.900340735912323
1487658025.86668,0.189353793859482,0.149443089962006,-0.904487609863281
1487658025.87693,0.175934627652168,0.141632795333862,-0.908071339130402
1487658025.88719,0.161412805318832,0.134640052914619,-0.911204874515533
1487658025.89598,0.145837336778641,0.129084497690201,-0.913894772529602
1487658025.90623,0.129472270607948,0.124609649181366,-0.916059672832489
1487658025.91648,0.112825788557529,0.12030840665102,-0.917784810066223
1487658025.92674,0.0967205837368965,0.115416042506695,-0.918889224529266
1487658025.93553,0.0810993239283562,0.110174864530563,-0.919270694255829
1487658025.94578,0.065960556268692,0.104781113564968,-0.91902083158493
1487658025.95604,0.0514150112867355,0.0991715043783188,-0.918211817741394
1487658025.96629,0.0373704060912132,0.0932677537202835,-0.916902899742126
1487658025.97508,0.0245477259159088,0.0864651501178741,-0.914971709251404
1487658025.98533,0.0126738529652357,0.0796525999903679,-0.912482023239136
1487658025.99559,0.000975472794380039,0.0741521194577217,-0.909604251384735
1487658026.00584,-0.010280467569828,0.0696492493152618,-0.906272292137146
1487658026.01463,-0.0212787166237831,0.0658663585782051,-0.902778565883636
1487658026.02488,-0.0317462161183357,0.0624853894114494,-0.899319410324097
1487658026.03514,-0.0410615690052509,0.0591604933142662,-0.89585155248642
1487658026.04539,-0.0492707081139088,0.0562325417995453,-0.89236706495285
1487658026.05418,-0.0561975054442883,0.0537200756371021,-0.888891398906708
1487658026.06443,-0.0617858208715916,0.0512244664132595,-0.885381102561951
1487658026.07469,-0.0657331869006157,0.0482745580375195,-0.881567478179932
1487658026.08494,-0.0679948553442955,0.0451727099716663,-0.877398133277893
1487658026.09373,-0.0693314149975777,0.0429334677755833,-0.873382568359375
1487658026.10398,-0.0696397349238396,0.0417895317077637,-0.86962354183197
1487658026.11424,-0.0685583725571632,0.0417055636644363,-0.865926086902618
1487658026.12449,-0.0666097104549408,0.0426466800272465,-0.862386345863342
1487658026.13328,-0.0636313110589981,0.0445416048169136,-0.858974933624268
1487658026.14354,-0.0593416392803192,0.0477056168019772,-0.85549795627594
1487658026.15379,-0.0540758110582829,0.0523222275078297,-0.851886928081512
1487658026.16404,-0.0476215742528439,0.0579356513917446,-0.847823619842529
1487658026.17283,-0.0397036820650101,0.0640183612704277,-0.843042135238647
1487658026.18309,-0.030499991029501,0.0702785477042198,-0.83763974905014
1487658026.19334,-0.0202121548354626,0.0766554474830627,-0.831607341766357
1487658026.20359,-0.00923481490463018,0.0836903229355812,-0.825021803379059
1487658026.21238,0.00192015501670539,0.0916949883103371,-0.818238615989685
1487658026.22264,0.0131992595270276,0.100484855473042,-0.811536073684692
1487658026.23289,0.024842144921422,0.109771206974983,-0.805140137672424
1487658026.24314,0.0371847189962864,0.119380868971348,-0.798846840858459
1487658026.25193,0.0504184998571873,0.129211097955704,-0.792573809623718
1487658026.26219,0.064431332051754,0.139193654060364,-0.786360323429108
1487658026.27244,0.0791642516851425,0.149174749851227,-0.780360162258148
1487658026.2827,0.0953000038862228,0.158631280064583,-0.774351239204407
1487658026.29148,0.112584143877029,0.167075157165527,-0.76848304271698
1487658026.30174,0.130514070391655,0.174720630049706,-0.763058125972748
1487658026.31199,0.148960828781128,0.181449458003044,-0.758090257644653
1487658026.32225,0.167293921113014,0.187590375542641,-0.753914833068848
1487658026.33104,0.184377059340477,0.193772241473198,-0.750995993614197
1487658026.34129,0.199945509433746,0.200238347053528,-0.749294996261597
1487658026.35154,0.214384108781815,0.206707745790482,-0.748525321483612
1487658026.3618,0.227673918008804,0.212827444076538,-0.748515009880066
1487658026.37059,0.239687621593475,0.218800336122513,-0.749240875244141
1487658026.38084,0.250482618808746,0.224525764584541,-0.750853300094604
1487658026.39109,0.260504394769669,0.229555681347847,-0.753234565258026
1487658026.40135,0.270180225372314,0.23355832695961,-0.755885601043701
1487658026.41014,0.279565423727036,0.236200287938118,-0.75872814655304
1487658026.42039,0.2881880402565,0.237772703170776,-0.762180328369141
1487658026.43064,0.295388072729111,0.238962218165398,-0.766472995281219
1487658026.4409,0.301022171974182,0.240164965391159,-0.771354913711548
1487658026.44969,0.305159866809845,0.241408810019493,-0.776629030704498
1487658026.45994,0.307781338691711,0.242616608738899,-0.782268762588501
1487658026.4702,0.308899343013763,0.243542224168777,-0.78837651014328
1487658026.48045,0.30862894654274,0.244077146053314,-0.794991731643677
1487658026.48924,0.306653380393982,0.244492679834366,-0.802059352397919
1487658026.49949,0.3032266497612,0.244532808661461,-0.809484124183655
1487658026.50975,0.298871904611588,0.243921160697937,-0.817130267620087
1487658026.52,0.293603211641312,0.2425926476717,-0.824968039989471
1487658026.52879,0.287364304065704,0.240496441721916,-0.832939505577087
1487658026.53904,0.280089408159256,0.237811997532845,-0.841042518615723
1487658026.5493,0.27193495631218,0.234470546245575,-0.849209308624268
1487658026.55955,0.263049960136414,0.230354219675064,-0.857380747795105
1487658026.56834,0.253460317850113,0.22541855275631,-0.865518510341644
1487658026.57859,0.243141636252403,0.219917342066765,-0.873541355133057
1487658026.58885,0.232213050127029,0.213787466287613,-0.88138610124588
1487658026.5991,0.220924094319344,0.206605449318886,-0.888957262039185
1487658026.60789,0.209025293588638,0.198288008570671,-0.896102607250214
1487658026.61814,0.196260437369347,0.189258188009262,-0.902604281902313
1487658026.6284,0.182549178600311,0.180104449391365,-0.90840756893158
1487658026.63865,0.167659536004066,0.171608850359917,-0.913535535335541
1487658026.64744,0.15157113969326,0.164649277925491,-0.917839646339417
1487658026.6577,0.134597614407539,0.159157365560532,-0.921329021453857
1487658026.66795,0.117551006376743,0.154618144035339,-0.923943221569061
1487658026.6782,0.100890532135963,0.15032584965229,-0.925710141658783
1487658026.68699,0.0849016606807709,0.146606102585793,-0.926678240299225
1487658026.69725,0.0694872140884399,0.143495112657547,-0.927032828330994
1487658026.7075,0.0548551678657532,0.140634953975677,-0.92666620016098
1487658026.71775,0.0414545945823193,0.137409210205078,-0.925553917884827
1487658026.72654,0.0292355436831713,0.133350640535355,-0.923953533172607
1487658026.7368,0.0177471749484539,0.128737971186638,-0.92204749584198
1487658026.74705,0.00685667525976896,0.124072901904583,-0.919883012771606
1487658026.7573,-0.00347241968847811,0.119524352252483,-0.917530000209808
1487658026.76609,-0.0128424046561122,0.114837244153023,-0.914786994457245
1487658026.77635,-0.0210012663155794,0.109840102493763,-0.911566495895386
1487658026.7866,-0.0283485744148493,0.104942053556442,-0.907885432243347
1487658026.79686,-0.0351304821670055,0.100689217448235,-0.903768301010132
1487658026.80564,-0.041291419416666,0.097279466688633,-0.899346232414246
1487658026.8159,-0.0470386892557144,0.0949095264077187,-0.894802153110504
1487658026.82615,-0.0520608313381672,0.0931737422943115,-0.889966189861298
1487658026.83641,-0.0561586953699589,0.0917431637644768,-0.884743571281433
1487658026.8452,-0.0595532916486263,0.0906079560518265,-0.879207968711853
1487658026.85545,-0.0624329522252083,0.0899677351117134,-0.873541653156281
1487658026.8657,-0.0660828799009323,0.0904778987169266,-0.868240237236023
1487658026.87596,-0.070507749915123,0.0919634848833084,-0.863322973251343
1487658026.88475,-0.0748332291841507,0.093886137008667,-0.858772814273834
1487658026.895,-0.0783474296331406,0.0958203747868538,-0.8543980717659
1487658026.90525,-0.0807277783751488,0.0972009524703026,-0.849994242191315
1487658026.91551,-0.0820517316460609,0.0979407355189323,-0.845693349838257
1487658026.9243,-0.0825392231345177,0.0983968451619148,-0.841720104217529
1487658026.93455,-0.082510843873024,0.098673902451992,-0.838228046894073
1487658026.9448,-0.0823385119438171,0.0988897755742073,-0.835306107997894
1487658026.95506,-0.0821939259767532,0.0991967171430588,-0.83299332857132
1487658026.96385,-0.0820038989186287,0.0995436385273933,-0.831176340579987
1487658026.9741,-0.0815471634268761,0.0994958356022835,-0.829700767993927
1487658026.98436,-0.0809034556150436,0.0990080237388611,-0.828625679016113
1487658026.99461,-0.0802928730845451,0.0984388068318367,-0.827861785888672
1487658027.0034,-0.0794415920972824,0.0977087393403053,-0.827136516571045
1487658027.01365,-0.0780198350548744,0.0965167954564095,-0.826302289962769
1487658027.02391,-0.076663076877594,0.0951054245233536,-0.82557213306427
1487658027.03416,-0.0759726390242577,0.0940375402569771,-0.825188100337982
1487658027.04295,-0.0758669450879097,0.0933116674423218,-0.825151324272156
1487658027.0532,-0.0757602825760841,0.092557817697525,-0.825190246105194
1487658027.06346,-0.0753229558467865,0.0915538445115089,-0.825134575366974
1487658027.07371,-0.0750612765550613,0.0906156897544861,-0.825196385383606
1487658027.0825,-0.07518120855093,0.0900172144174576,-0.825415849685669
1487658027.09275,-0.0754648745059967,0.0895834043622017,-0.82576185464859
1487658027.10301,-0.075455978512764,0.0889707580208778,-0.826038897037506
1487658027.11326,-0.0752619206905365,0.0882756784558296,-0.82623302936554
1487658027.12205,-0.075364276766777,0.0878029763698578,-0.826470255851746
1487658027.1323,-0.0756835788488388,0.0875833109021187,-0.826666831970215
1487658027.14256,-0.075810618698597,0.0873211696743965,-0.826712071895599
1487658027.15281,-0.0756981745362282,0.0869503691792488,-0.826625823974609
1487658027.1616,-0.0757681801915169,0.0867445841431618,-0.826540529727936
1487658027.17186,-0.0852043479681015,0.0716500133275986,-0.827981948852539
1487658027.18211,-0.0855219960212708,0.0719213932752609,-0.828011929988861
1487658027.19236,-0.0857563018798828,0.0722439214587212,-0.828049063682556
1487658027.20115,-0.0861006900668144,0.0726918056607246,-0.828108668327332
1487658027.21141,-0.0866180583834648,0.0732899084687233,-0.828244984149933
1487658027.22166,-0.0870317667722702,0.0740683078765869,-0.828367173671722
1487658027.23191,-0.0872903019189835,0.0748235881328583,-0.82846587896347
1487658027.2407,-0.0876730009913445,0.0757362544536591,-0.828664064407349
1487658027.25096,-0.0881437063217163,0.0768600702285767,-0.828939735889435
1487658027.26121,-0.0882562324404716,0.0778696686029434,-0.82911229133606
1487658027.27147,-0.0879489034414291,0.0785523951053619,-0.829188644886017
1487658027.28025,-0.0876958146691322,0.0792064219713211,-0.829364955425262
1487658027.29051,-0.0875987783074379,0.0800005570054054,-0.829682886600494
1487658027.30076,-0.0872958600521088,0.0793147757649422,-0.830308973789215
1487658027.31102,-0.0868813097476959,0.0786432549357414,-0.831056475639343
1487658027.3198,-0.08657356351614,0.0782606080174446,-0.83190244436264
1487658027.33006,-0.0863397717475891,0.0782558247447014,-0.832800924777985
1487658027.34031,-0.0861272141337395,0.0789242386817932,-0.833584129810333
Tarun Malik_male,hello,how,are
